_id,partNumber,tcoCategory,color,consumableType,blackLifePages,colorLifePages,listPrice,streetPrice,guid
60f144fc4db57e110303671d,CB382A,TCO_Normal_Yield,Yellow,Independent_Color,0,21000,396.99,0,HP1942
60f144fc4db57e110303671e,CB383A,TCO_Normal_Yield,Magenta,Independent_Color,0,21000,396.99,0,HP1942
60f144fc4db57e1103036725,CB380A_SC,Starter Cartridge,Black,NA,16500,0,0,0,HP1942
60f144fc4db57e1103036726,CB381A_SC,Starter Cartridge,Cyan,NA,0,21000,0,0,HP1942
60f144fc4db57e1103036727,CB382A_SC,Starter Cartridge,Yellow,NA,0,21000,0,0,HP1942
60f144fc4db57e1103036728,CB383A_SC,Starter Cartridge,Magenta,NA,0,21000,0,0,HP1942
60f144fc4db57e1103036729,CB380A,TCO_Normal_Yield,Black,Independent_Black,16500,0,255.99,0,HP1942
60f145094db57e110304162f,Q3931A_S12,SP-12,Black,,0,0,0,1188,HP1942
60f145094db57e1103041630,Q3931ASP_360,SP-360,Black,,0,0,0,0,HP1942
60f144fc4db57e110303671f,CB384A,TCO_LLC,Black,NA,23000,0,146.99,0,HP2014
60f144fc4db57e1103036720,CB385A,TCO_LLC,Cyan,NA,0,23000,413.99,0,HP2014
60f144fc4db57e1103036721,CB386A,TCO_LLC,Yellow,NA,0,23000,413.99,0,HP2014
60f144fc4db57e1103036722,CB387A,TCO_LLC,Magenta,NA,0,23000,413.99,0,HP2014
60f144fc4db57e110303673e,Q393167914,TCO_LLC,Independent,NA,0,100000,0,164.68,HP2014
60f144fc4db57e110303671c,CB381A,TCO_Normal_Yield,Cyan,Independent_Color,0,21000,396.99,0,HP2014
60f144fc4db57e110303671d,CB382A,TCO_Normal_Yield,Yellow,Independent_Color,0,21000,396.99,0,HP2014
60f144fc4db57e110303671e,CB383A,TCO_Normal_Yield,Magenta,Independent_Color,0,21000,396.99,0,HP2014
60f144fc4db57e1103036725,CB380A_SC,Starter Cartridge,Black,NA,16500,0,0,0,HP2014
60f144fc4db57e1103036726,CB381A_SC,Starter Cartridge,Cyan,NA,0,21000,0,0,HP2014
60f144fc4db57e1103036727,CB382A_SC,Starter Cartridge,Yellow,NA,0,21000,0,0,HP2014
60f144fc4db57e1103036728,CB383A_SC,Starter Cartridge,Magenta,NA,0,21000,0,0,HP2014
60f144fc4db57e1103036729,CB380A,TCO_Normal_Yield,Black,Independent_Black,16500,0,255.99,0,HP2014
60f145094db57e110304162d,Q3933A_S12,SP-12,Black,,0,0,0,1088,HP2014
60f145094db57e110304162e,Q3933ASP_360,SP-360,Black,,0,0,0,0,HP2014
60f144fc4db57e110303671f,CB384A,TCO_LLC,Black,NA,23000,0,146.99,0,HP1991
60f144fc4db57e1103036720,CB385A,TCO_LLC,Cyan,NA,0,23000,413.99,0,HP1991
60f144fc4db57e1103036721,CB386A,TCO_LLC,Yellow,NA,0,23000,413.99,0,HP1991
60f144fc4db57e1103036722,CB387A,TCO_LLC,Magenta,NA,0,23000,413.99,0,HP1991
60f144fc4db57e1103036723,CB463A,TCO_LLC,Independent,NA,0,150000,0,288,HP1991
60f144fc4db57e1103036724,CB457A,TCO_LLC,Independent,NA,0,100000,0,190,HP1991
60f144fc4db57e110303671b,CB390A,TCO_Normal_Yield,Black,Independent_Black,19500,0,70.99,0,HP1991
60f144fc4db57e110303671c,CB381A,TCO_Normal_Yield,Cyan,Independent_Color,0,21000,396.99,0,HP1991
60f144fc4db57e110303671d,CB382A,TCO_Normal_Yield,Yellow,Independent_Color,0,21000,396.99,0,HP1991
60f144fc4db57e110303671e,CB383A,TCO_Normal_Yield,Magenta,Independent_Color,0,21000,396.99,0,HP1991
60f144fc4db57e1103036725,CB380A_SC,Starter Cartridge,Black,NA,16500,0,0,0,HP1991
60f144fc4db57e1103036726,CB381A_SC,Starter Cartridge,Cyan,NA,0,21000,0,0,HP1991
60f144fc4db57e1103036727,CB382A_SC,Starter Cartridge,Yellow,NA,0,21000,0,0,HP1991
60f144fc4db57e1103036728,CB383A_SC,Starter Cartridge,Magenta,NA,0,21000,0,0,HP1991
60f145094db57e110304162b,Q3934A_S36,SP-360,Black,,0,0,201.59,0,HP1991
60f144ff4db57e110303869c,P1B91A,TCO_LLC,Independent,NA,0,150000,297.99,0,HP0457
60f144ff4db57e1103038694,CF450A,TCO_Normal_Yield,Black,Independent_Black,12500,0,220.99,0,HP0457
60f144ff4db57e1103038695,CF451A,TCO_Normal_Yield,Cyan,Independent_Color,0,10500,274.99,0,HP0457
60f144ff4db57e1103038696,CF453A,TCO_Normal_Yield,Magenta,Independent_Color,0,10500,274.99,0,HP0457
60f144ff4db57e1103038697,CF452A,TCO_Normal_Yield,Yellow,Independent_Color,0,10500,274.99,0,HP0457
60f144ff4db57e110303869d,CF450A_SC,Starter Cartridge,Black,NA,12500,0,0,0,HP0457
60f144ff4db57e110303869e,CF451A_SC,Starter Cartridge,Cyan,NA,0,10500,0,0,HP0457
60f144ff4db57e110303869f,CF453A_SC,Starter Cartridge,Magenta,NA,0,10500,0,0,HP0457
60f144ff4db57e11030386a0,CF452A_SC,Starter Cartridge,Yellow,NA,0,10500,0,0,HP0457
60f144ff4db57e11030386a5,CF460X,TCO_High_Yield,Black,NA,27000,0,342.99,0,HP0457
60f144ff4db57e11030386a6,CF461X,TCO_High_Yield,Cyan,NA,0,22000,484.99,0,HP0457
60f144ff4db57e11030386a7,CF463X,TCO_High_Yield,Magenta,NA,0,22000,484.99,0,HP0457
60f144ff4db57e11030386a8,CF462X,TCO_High_Yield,Yellow,NA,0,22000,484.99,0,HP0457
60f1450a4db57e110304203b,U9NZ6E,SP-36_NBD,Color,,0,0,449,0,HP0457
60f1450a4db57e110304203c,U9NZ8E,SP-60_NBD,Color,,0,0,839,0,HP0457
60f1450a4db57e110304203d,J8A05ASP_360,SP-360,Color,,0,0,0,0,HP0457
60f145064db57e110303d9e5,CE707-67911,TCO_LLC,Independent,NA,0,200000,0,181.95,HP0429
60f145064db57e110303d854,CE270A,TCO_Normal_Yield,Black,Independent_Black,13500,0,274.99,0,HP0429
60f145064db57e110303d855,CE271A,TCO_Normal_Yield,Cyan,Independent_Color,0,15000,448.99,0,HP0429
60f145064db57e110303d856,CE272A,TCO_Normal_Yield,Yellow,Independent_Color,0,15000,448.99,0,HP0429
60f145064db57e110303d857,CE273A,TCO_Normal_Yield,Magenta,Independent_Color,0,15000,448.99,0,HP0429
60f145064db57e110303d858,CE270A_SC,Starter Cartridge,Black,NA,0,0,0,0,HP0429
60f145064db57e110303d859,CE271A_SC,Starter Cartridge,Cyan,NA,0,0,0,0,HP0429
60f145064db57e110303d85a,CE273A_SC,Starter Cartridge,Magenta,NA,0,0,0,0,HP0429
60f145064db57e110303d85b,CE272A_SC,Starter Cartridge,Yellow,NA,0,0,0,0,HP0429
60f1450a4db57e1103043682,UX963E,SP-36_NBD,Color,,0,0,899,0,HP0429
60f1450a4db57e1103043683,UX899E,SP-48_NBD,Color,,0,0,1319,0,HP0429
60f1450a4db57e11030436ea,D3L08ASP_360,SP-360,Color,,0,0,0,0,HP0429
60f144ff4db57e110303845a,CE249A,TCO_LLC,Independent,NA,0,150000,246.99,0,HP2091
60f144ff4db57e110303845b,CE246A,TCO_LLC,Independent,NA,0,150000,210.99,0,HP2091
60f144ff4db57e1103038455,CF320A,TCO_Normal_Yield,Black,Independent_Black,11500,0,227.99,0,HP2091
60f144ff4db57e1103038456,CF321A,TCO_Normal_Yield,Cyan,Independent_Color,0,16500,370.99,0,HP2091
60f144ff4db57e1103038457,CF323A,TCO_Normal_Yield,Magenta,Independent_Color,0,16500,370.99,0,HP2091
60f144ff4db57e1103038458,CF322A,TCO_Normal_Yield,Yellow,Independent_Color,0,16500,370.99,0,HP2091
60f144ff4db57e1103038459,CF320X,TCO_High_Yield,Black,NA,21000,0,274.99,0,HP2091
60f144ff4db57e110303845c,CF320A_SC,Starter Cartridge,Black,NA,11500,0,0,0,HP2091
60f144ff4db57e110303845d,CF321A_SC,Starter Cartridge,Cyan,NA,0,16500,0,0,HP2091
60f144ff4db57e110303845e,CF323A_SC,Starter Cartridge,Magenta,NA,0,16500,0,0,HP2091
60f144ff4db57e110303845f,CF322A_SC,Starter Cartridge,Yellow,NA,0,16500,0,0,HP2091
60f1450a4db57e1103041fc7,CZ249A_S12,SP-12,Black,,0,0,0,688,HP2091
60f1450a4db57e1103041fc8,CZ249ASP_360,SP-360,Black,,0,0,0,0,HP2091
60f144ff4db57e110303869c,P1B91A,TCO_LLC,Independent,NA,0,150000,297.99,0,HP0430
60f144ff4db57e1103038694,CF450A,TCO_Normal_Yield,Black,Independent_Black,12500,0,220.99,0,HP0430
60f144ff4db57e1103038695,CF451A,TCO_Normal_Yield,Cyan,Independent_Color,0,10500,274.99,0,HP0430
60f144ff4db57e1103038696,CF453A,TCO_Normal_Yield,Magenta,Independent_Color,0,10500,274.99,0,HP0430
60f144ff4db57e1103038697,CF452A,TCO_Normal_Yield,Yellow,Independent_Color,0,10500,274.99,0,HP0430
60f144ff4db57e1103038698,CF470X,TCO_High_Yield,Black,NA,28000,0,328.99,0,HP0430
60f144ff4db57e1103038699,CF471X,TCO_High_Yield,Cyan,NA,0,23000,412.99,0,HP0430
60f144ff4db57e110303869a,CF473X,TCO_High_Yield,Magenta,NA,0,23000,412.99,0,HP0430
60f144ff4db57e110303869b,CF472X,TCO_High_Yield,Yellow,NA,0,23000,412.99,0,HP0430
60f144ff4db57e110303869d,CF450A_SC,Starter Cartridge,Black,NA,12500,0,0,0,HP0430
60f144ff4db57e110303869e,CF451A_SC,Starter Cartridge,Cyan,NA,0,10500,0,0,HP0430
60f144ff4db57e110303869f,CF453A_SC,Starter Cartridge,Magenta,NA,0,10500,0,0,HP0430
60f144ff4db57e11030386a0,CF452A_SC,Starter Cartridge,Yellow,NA,0,10500,0,0,HP0430
60f1450a4db57e1103042037,U9NP3E,SP-36_NBD,Color,,0,0,1299,0,HP0430
60f1450a4db57e1103042038,U9NP4E,SP-48_NBD,Color,,0,0,1909,0,HP0430
60f1450a4db57e1103042039,U9NP5E,SP-60_NBD,Color,,0,0,2439,0,HP0430
60f1450a4db57e110304203a,J8A10ASP_360,SP-360,Color,,0,0,0,0,HP0430
60f144ff4db57e110303845a,CE249A,TCO_LLC,Independent,NA,0,150000,246.99,0,HP1974
60f144ff4db57e110303845b,CE246A,TCO_LLC,Independent,NA,0,150000,210.99,0,HP1974
60f145004db57e1103038ed2,CE260A,TCO_Normal_Yield,Black,Independent_Black,8500,0,175.99,0,HP1974
60f145004db57e1103038ed9,CE260A_SC,Starter Cartridge,Black,NA,8500,0,0,0,HP1974
60f145004db57e1103038ee9,CF031A,TCO_Normal_Yield,Cyan,Independent_Color,0,12500,280.99,0,HP1974
60f145004db57e1103038eea,CF032A,TCO_Normal_Yield,Yellow,Independent_Color,0,12500,280.99,0,HP1974
60f145004db57e1103038eeb,CF033A,TCO_Normal_Yield,Magenta,Independent_Color,0,12500,280.99,0,HP1974
60f145004db57e1103038eec,CE264X,TCO_High_Yield,Black,NA,17000,0,224.99,0,HP1974
60f145004db57e1103038ef0,CF031A_SC,Starter Cartridge,Cyan,NA,0,11000,0,0,HP1974
60f145004db57e1103038ef1,CF033A_SC,Starter Cartridge,Magenta,NA,0,11000,0,0,HP1974
60f145004db57e1103038ef2,CF032A_SC,Starter Cartridge,Yellow,NA,0,11000,0,0,HP1974
60f1450a4db57e1103042328,CC420A_S12,SP-12,Black,,0,0,0,788,HP1974
60f1450a4db57e1103042329,CC420ASP_360,SP-360,Black,,0,0,0,0,HP1974
60f144ff4db57e110303845a,CE249A,TCO_LLC,Independent,NA,0,150000,246.99,0,HP1914
60f144ff4db57e110303845b,CE246A,TCO_LLC,Independent,NA,0,150000,210.99,0,HP1914
60f145004db57e1103038ed2,CE260A,TCO_Normal_Yield,Black,Independent_Black,8500,0,175.99,0,HP1914
60f145004db57e1103038ed9,CE260A_SC,Starter Cartridge,Black,NA,8500,0,0,0,HP1914
60f145004db57e1103038ee9,CF031A,TCO_Normal_Yield,Cyan,Independent_Color,0,12500,280.99,0,HP1914
60f145004db57e1103038eea,CF032A,TCO_Normal_Yield,Yellow,Independent_Color,0,12500,280.99,0,HP1914
60f145004db57e1103038eeb,CF033A,TCO_Normal_Yield,Magenta,Independent_Color,0,12500,280.99,0,HP1914
60f145004db57e1103038eec,CE264X,TCO_High_Yield,Black,NA,17000,0,224.99,0,HP1914
60f145004db57e1103038ef0,CF031A_SC,Starter Cartridge,Cyan,NA,0,11000,0,0,HP1914
60f145004db57e1103038ef1,CF033A_SC,Starter Cartridge,Magenta,NA,0,11000,0,0,HP1914
60f145004db57e1103038ef2,CF032A_SC,Starter Cartridge,Yellow,NA,0,11000,0,0,HP1914
60f1450a4db57e1103042324,CC421A_S12,SP-12,Black,,0,0,0,688,HP1914
60f1450a4db57e1103042325,CC421ASP_360,SP-360,Black,,0,0,0,0,HP1914
60f144ff4db57e110303845a,CE249A,TCO_LLC,Independent,NA,0,150000,246.99,0,HP1979
60f144ff4db57e110303845b,CE246A,TCO_LLC,Independent,NA,0,150000,210.99,0,HP1979
60f145004db57e1103038ed2,CE260A,TCO_Normal_Yield,Black,Independent_Black,8500,0,175.99,0,HP1979
60f145004db57e1103038ed3,CE261A,TCO_Normal_Yield,Cyan,Independent_Color,0,11000,320.99,0,HP1979
60f145004db57e1103038ed4,CE263A,TCO_Normal_Yield,Magenta,Independent_Color,0,11000,320.99,0,HP1979
60f145004db57e1103038ed5,CE262A,TCO_Normal_Yield,Yellow,Independent_Color,0,11000,320.99,0,HP1979
60f145004db57e1103038ed9,CE260A_SC,Starter Cartridge,Black,NA,8500,0,0,0,HP1979
60f145004db57e1103038eda,CE261A_SC,Starter Cartridge,Cyan,NA,0,11000,0,0,HP1979
60f145004db57e1103038edb,CE263A_SC,Starter Cartridge,Magenta,NA,0,11000,0,0,HP1979
60f145004db57e1103038edc,CE262A_SC,Starter Cartridge,Yellow,NA,0,11000,0,0,HP1979
60f1450a4db57e110304232a,CC490A_S12,SP-12,Black,,0,0,0,288,HP1979
60f1450a4db57e110304232b,CC490ASP_360,SP-360,Black,,0,0,0,0,HP1979
60f144ff4db57e110303845a,CE249A,TCO_LLC,Independent,NA,0,150000,246.99,0,HP2038
60f144ff4db57e110303845b,CE246A,TCO_LLC,Independent,NA,0,150000,210.99,0,HP2038
60f145004db57e1103038ed2,CE260A,TCO_Normal_Yield,Black,Independent_Black,8500,0,175.99,0,HP2038
60f145004db57e1103038ed3,CE261A,TCO_Normal_Yield,Cyan,Independent_Color,0,11000,320.99,0,HP2038
60f145004db57e1103038ed4,CE263A,TCO_Normal_Yield,Magenta,Independent_Color,0,11000,320.99,0,HP2038
60f145004db57e1103038ed5,CE262A,TCO_Normal_Yield,Yellow,Independent_Color,0,11000,320.99,0,HP2038
60f145004db57e1103038ed9,CE260A_SC,Starter Cartridge,Black,NA,8500,0,0,0,HP2038
60f145004db57e1103038eda,CE261A_SC,Starter Cartridge,Cyan,NA,0,11000,0,0,HP2038
60f145004db57e1103038edb,CE263A_SC,Starter Cartridge,Magenta,NA,0,11000,0,0,HP2038
60f145004db57e1103038edc,CE262A_SC,Starter Cartridge,Yellow,NA,0,11000,0,0,HP2038
60f1450a4db57e110304232c,CC489A_S12,SP-12,Black,,0,0,0,288,HP2038
60f1450a4db57e110304232d,CC489ASP_360,SP-360,Black,,0,0,0,0,HP2038
60f144ff4db57e110303845a,CE249A,TCO_LLC,Independent,NA,0,150000,246.99,0,HP0037
60f144ff4db57e110303845b,CE246A,TCO_LLC,Independent,NA,0,150000,210.99,0,HP0037
60f145004db57e1103038ed2,CE260A,TCO_Normal_Yield,Black,Independent_Black,8500,0,175.99,0,HP0037
60f145004db57e1103038ed3,CE261A,TCO_Normal_Yield,Cyan,Independent_Color,0,11000,320.99,0,HP0037
60f145004db57e1103038ed4,CE263A,TCO_Normal_Yield,Magenta,Independent_Color,0,11000,320.99,0,HP0037
60f145004db57e1103038ed5,CE262A,TCO_Normal_Yield,Yellow,Independent_Color,0,11000,320.99,0,HP0037
60f145004db57e1103038ed6,CE260X,TCO_High_Yield,Black,NA,17000,0,278.99,0,HP0037
60f145004db57e1103038ed9,CE260A_SC,Starter Cartridge,Black,NA,8500,0,0,0,HP0037
60f145004db57e1103038eda,CE261A_SC,Starter Cartridge,Cyan,NA,0,11000,0,0,HP0037
60f145004db57e1103038edb,CE263A_SC,Starter Cartridge,Magenta,NA,0,11000,0,0,HP0037
60f145004db57e1103038edc,CE262A_SC,Starter Cartridge,Yellow,NA,0,11000,0,0,HP0037
60f1450a4db57e110304231f,CC494ASP_360,SP-360,Color,,0,0,0,0,HP0037
60f144ff4db57e110303845a,CE249A,TCO_LLC,Independent,NA,0,150000,246.99,0,HP1778
60f144ff4db57e110303845b,CE246A,TCO_LLC,Independent,NA,0,150000,210.99,0,HP1778
60f145004db57e1103038ed2,CE260A,TCO_Normal_Yield,Black,Independent_Black,8500,0,175.99,0,HP1778
60f145004db57e1103038ed3,CE261A,TCO_Normal_Yield,Cyan,Independent_Color,0,11000,320.99,0,HP1778
60f145004db57e1103038ed4,CE263A,TCO_Normal_Yield,Magenta,Independent_Color,0,11000,320.99,0,HP1778
60f145004db57e1103038ed5,CE262A,TCO_Normal_Yield,Yellow,Independent_Color,0,11000,320.99,0,HP1778
60f145004db57e1103038ed6,CE260X,TCO_High_Yield,Black,NA,17000,0,278.99,0,HP1778
60f145004db57e1103038ed9,CE260A_SC,Starter Cartridge,Black,NA,8500,0,0,0,HP1778
60f145004db57e1103038eda,CE261A_SC,Starter Cartridge,Cyan,NA,0,11000,0,0,HP1778
60f145004db57e1103038edb,CE263A_SC,Starter Cartridge,Magenta,NA,0,11000,0,0,HP1778
60f145004db57e1103038edc,CE262A_SC,Starter Cartridge,Yellow,NA,0,11000,0,0,HP1778
60f1450a4db57e110304232f,CC493A#ABU_S36,SP-360,Black,,0,0,86.15,0,HP1778
60f144ff4db57e110303845a,CE249A,TCO_LLC,Independent,NA,0,150000,246.99,0,HP1919
60f144ff4db57e110303845b,CE246A,TCO_LLC,Independent,NA,0,150000,210.99,0,HP1919
60f145004db57e1103038ed2,CE260A,TCO_Normal_Yield,Black,Independent_Black,8500,0,175.99,0,HP1919
60f145004db57e1103038ed3,CE261A,TCO_Normal_Yield,Cyan,Independent_Color,0,11000,320.99,0,HP1919
60f145004db57e1103038ed4,CE263A,TCO_Normal_Yield,Magenta,Independent_Color,0,11000,320.99,0,HP1919
60f145004db57e1103038ed5,CE262A,TCO_Normal_Yield,Yellow,Independent_Color,0,11000,320.99,0,HP1919
60f145004db57e1103038ed6,CE260X,TCO_High_Yield,Black,NA,17000,0,278.99,0,HP1919
60f145004db57e1103038ed9,CE260A_SC,Starter Cartridge,Black,NA,8500,0,0,0,HP1919
60f145004db57e1103038eda,CE261A_SC,Starter Cartridge,Cyan,NA,0,11000,0,0,HP1919
60f145004db57e1103038edb,CE263A_SC,Starter Cartridge,Magenta,NA,0,11000,0,0,HP1919
60f145004db57e1103038edc,CE262A_SC,Starter Cartridge,Yellow,NA,0,11000,0,0,HP1919
60f1450a4db57e1103042326,CC495A_S12,SP-12,Black,,0,0,0,688,HP1919
60f1450a4db57e1103042327,CC495ASP_360,SP-360,Black,,0,0,0,0,HP1919
60f144f94db57e1103031b68,CE516A,TCO_LLC,Independent,NA,0,150000,160,0,HP1910
60f145064db57e110303ddf9,CE977A,TCO_LLC,Independent,NA,0,150000,0,359,HP1910
60f145064db57e110303d854,CE270A,TCO_Normal_Yield,Black,Independent_Black,13500,0,274.99,0,HP1910
60f145064db57e110303d855,CE271A,TCO_Normal_Yield,Cyan,Independent_Color,0,15000,448.99,0,HP1910
60f145064db57e110303d856,CE272A,TCO_Normal_Yield,Yellow,Independent_Color,0,15000,448.99,0,HP1910
60f145064db57e110303d857,CE273A,TCO_Normal_Yield,Magenta,Independent_Color,0,15000,448.99,0,HP1910
60f145064db57e110303d858,CE270A_SC,Starter Cartridge,Black,NA,0,0,0,0,HP1910
60f145064db57e110303d859,CE271A_SC,Starter Cartridge,Cyan,NA,0,0,0,0,HP1910
60f145064db57e110303d85a,CE273A_SC,Starter Cartridge,Magenta,NA,0,0,0,0,HP1910
60f145064db57e110303d85b,CE272A_SC,Starter Cartridge,Yellow,NA,0,0,0,0,HP1910
60f1450a4db57e11030437ed,CE708A_S12,SP-12,Color,,0,0,0,688,HP1910
60f1450a4db57e11030437ee,CE708ASP_360,SP-360,Color,,0,0,0,0,HP1910
60f144f94db57e1103031b68,CE516A,TCO_LLC,Independent,NA,0,150000,160,0,HP1965
60f145064db57e110303ddf9,CE977A,TCO_LLC,Independent,NA,0,150000,0,359,HP1965
60f145064db57e110303d854,CE270A,TCO_Normal_Yield,Black,Independent_Black,13500,0,274.99,0,HP1965
60f145064db57e110303d855,CE271A,TCO_Normal_Yield,Cyan,Independent_Color,0,15000,448.99,0,HP1965
60f145064db57e110303d856,CE272A,TCO_Normal_Yield,Yellow,Independent_Color,0,15000,448.99,0,HP1965
60f145064db57e110303d857,CE273A,TCO_Normal_Yield,Magenta,Independent_Color,0,15000,448.99,0,HP1965
60f145064db57e110303d858,CE270A_SC,Starter Cartridge,Black,NA,0,0,0,0,HP1965
60f145064db57e110303d859,CE271A_SC,Starter Cartridge,Cyan,NA,0,0,0,0,HP1965
60f145064db57e110303d85a,CE273A_SC,Starter Cartridge,Magenta,NA,0,0,0,0,HP1965
60f145064db57e110303d85b,CE272A_SC,Starter Cartridge,Yellow,NA,0,0,0,0,HP1965
60f1450a4db57e11030437f5,CE707A_S12,SP-12,Color,,0,0,0,688,HP1965
60f1450a4db57e11030437f6,CE707ASP_360,SP-360,Color,,0,0,0,0,HP1965
60f144f94db57e1103031d16,013R00662,TCO_LLC,Black,NA,125000,0,0,106.95,XE0054
60f144f94db57e1103031d12,006R01514,TCO_Normal_Yield,Yellow,Independent_Color,0,15000,193,0,XE0054
60f144f94db57e1103031d13,006R01516,TCO_Normal_Yield,Cyan,Independent_Color,0,15000,193,0,XE0054
60f144f94db57e1103031d14,006R01515,TCO_Normal_Yield,Magenta,Independent_Color,0,15000,193,0,XE0054
60f144f94db57e1103031d15,006R01513,TCO_Normal_Yield,Black,Independent_Black,26000,0,183.75,0,XE0054
60f145094db57e11030404ca,WC7845PTX2SP_360,SP-360,Color,,0,0,0,0,XE0054
60f144f94db57e1103031b68,CE516A,TCO_LLC,Independent,NA,0,150000,160,0,HP2037
60f145064db57e110303ddf9,CE977A,TCO_LLC,Independent,NA,0,150000,0,359,HP2037
60f145064db57e110303de5b,CE710-67903,TCO_LLC,Independent,NA,0,150000,0,357,HP2037
60f145064db57e110303d854,CE270A,TCO_Normal_Yield,Black,Independent_Black,13500,0,274.99,0,HP2037
60f145064db57e110303d855,CE271A,TCO_Normal_Yield,Cyan,Independent_Color,0,15000,448.99,0,HP2037
60f145064db57e110303d856,CE272A,TCO_Normal_Yield,Yellow,Independent_Color,0,15000,448.99,0,HP2037
60f145064db57e110303d857,CE273A,TCO_Normal_Yield,Magenta,Independent_Color,0,15000,448.99,0,HP2037
60f145064db57e110303d858,CE270A_SC,Starter Cartridge,Black,NA,0,0,0,0,HP2037
60f145064db57e110303d859,CE271A_SC,Starter Cartridge,Cyan,NA,0,0,0,0,HP2037
60f145064db57e110303d85a,CE273A_SC,Starter Cartridge,Magenta,NA,0,0,0,0,HP2037
60f145064db57e110303d85b,CE272A_SC,Starter Cartridge,Yellow,NA,0,0,0,0,HP2037
60f1450a4db57e1103043803,CE709A_S12,SP-12,Color,,0,0,0,1088,HP2037
60f1450a4db57e1103043804,CE709ASP_360,SP-360,Color,,0,0,0,0,HP2037
60f144f94db57e1103032c20,411844,TCO_LLC,Black,NA,45000,0,279.95,116,RC0015
60f145074db57e110303e3ed,DSM415K90A,TCO_LLC,Independent,NA,90000,0,0,97.99,RC0015
60f144f94db57e1103032c1f,841718,TCO_Normal_Yield,Black,Independent_Black,7000,0,36.95,36.8,RC0015
60f144f94db57e1103032f38,841718_SC,Starter Cartridge,Black,NA,5000,0,0,0,RC0015
60f1450a4db57e1103043911,415737_S36,SP-360,Black,,0,0,0,120.05,RC0015
60f144f84db57e11030304e4,F0660-N,TCO_LLC,Independent,NA,0,0,0,160.55,DL0082
60f144f84db57e11030304e2,330-9523,TCO_High_Yield,Black,NA,2500,0,0,109,DL0082
60f144f84db57e11030304e3,330-9524,TCO_Normal_Yield,Black,Independent_Black,1500,0,0,83,DL0082
60f144f84db57e11030304e5,330-9524_SC,Starter Cartridge,Black,NA,700,0,0,0,DL0082
60f145094db57e110303fd8a,21031796_S12,SP-12,Black,,0,0,0,0,DL0082
60f145094db57e110303fd8b,21031796SP_360,SP-360,Black,,0,0,0,0,DL0082
60f144f84db57e1103030188,56P1409,TCO_LLC,Independent,NA,300000,0,361.99,0,LM0047
60f144f94db57e1103031963,12A7360,TCO_Normal_Yield,Black,Independent_Black,5000,0,223.99,0,LM0047
60f145014db57e1103039b7e,12A7365,TCO_High_Yield,Black,NA,32000,0,559.99,0,LM0047
60f145014db57e1103039b80,12A7362_SC,Starter Cartridge,Black,NA,21000,0,0,0,LM0047
60f1450a4db57e1103042883,10G0300_S36,SP-360,Black,,0,0,0,53.35,LM0047
60f145024db57e110303b4be,302MS93045,TCO_LLC,Black,NA,100000,0,0,179.95,KY0017
60f145024db57e110303b4bf,MK-3102,TCO_LLC,Independent,NA,100000,0,0,217.95,KY0017
60f145024db57e110303b4c0,TK-3102,TCO_Normal_Yield,Black,Independent_Black,12500,0,0,64.95,KY0017
60f145024db57e110303b4c1,TK-3102_SC,Starter Cartridge,Black,NA,6000,0,0,0,KY0017
60f1450a4db57e1103042e6e,1102MS3NL0_S12,SP-12,Black,,0,0,0,288,KY0017
60f1450a4db57e1103042e6f,1102MS3NL0SP_360,SP-360,Black,,0,0,0,0,KY0017
60f145024db57e110303b1e1,MK-3132,TCO_LLC,Independent,NA,500000,0,330,0,KY0018
60f145024db57e110303b4b2,302LV93062,TCO_LLC,Black,NA,100000,0,0,167.95,KY0018
60f145034db57e110303b559,TK-3112,TCO_Normal_Yield,Black,Independent_Black,15500,0,0,71.95,KY0018
60f145034db57e110303b55a,TK-3112_SC,Starter Cartridge,Black,NA,8000,0,0,0,KY0018
60f1450a4db57e1103042e70,1102MT3NLV_S12,SP-12,Black,,0,0,0,388,KY0018
60f1450a4db57e1103042e71,1102MT3NLVSP_360,SP-360,Black,,0,0,0,0,KY0018
60f145024db57e110303b4ab,302N993033,TCO_LLC,Black,NA,600000,0,0,319.95,KY0027
60f145024db57e110303b4ac,MK-6317A,TCO_LLC,Independent,NA,600000,0,0,497.95,KY0027
60f145024db57e110303b4aa,TK-6307K,TCO_Normal_Yield,Black,Independent_Black,35000,0,0,106.95,KY0027
60f145024db57e110303b4ad,TK-6307K_SC,Starter Cartridge,Black,NA,0,0,0,0,KY0027
60f145024db57e110303b4bb,TK-6307H,TCO_High_Yield,Black,NA,46000,0,0,131.95,KY0027
60f1450a4db57e1103042e30,1102NA3NL0_S12,SP-12,Black,,0,0,0,1588,KY0027
60f1450a4db57e1103042e31,1102NA3NL0SP_360,SP-360,Black,,0,0,0,0,KY0027
60f145024db57e110303b4ab,302N993033,TCO_LLC,Black,NA,600000,0,0,319.95,KY0019
60f145024db57e110303b4ac,MK-6317A,TCO_LLC,Independent,NA,600000,0,0,497.95,KY0019
60f145024db57e110303b4aa,TK-6307K,TCO_Normal_Yield,Black,Independent_Black,35000,0,0,106.95,KY0019
60f145024db57e110303b4ad,TK-6307K_SC,Starter Cartridge,Black,NA,0,0,0,0,KY0019
60f1450a4db57e1103042e28,1102NB3NL0_S12,SP-12,Black,,0,0,0,1388,KY0019
